Original Address,Best Match,Score
"calle veneciola golf ii fase iv, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle cormoran, Region de Murcia, Espana",Calle Cormoran,90
"calle francisco de quevedo nd, Region de Murcia, Espana",Calle Francisco de Quevedo,90
"calle santa barbara, Region de Murcia, Espana",Calle Santa Barbara,90
"calle avenida de los carras nnd, Region de Murcia, Espana",Calle Avenida,90
"calle almicar barca, Region de Murcia, Espana",Calle A,90
"calle dios baal nnd    nd planta puerta, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle comercial corales - edif. arena, Region de Murcia, Espana",Calle Comercial,90
"calle vina del mar  nd fase bloq.   -  nd c, Region de Murcia, Espana",Calle Vina,90
" urbanizacialdeas de taray, Region de Murcia, Espana",Circunvalacion de Murcia,86
" carretera. del albujon, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle ribalta, Region de Murcia, Espana",Calle,90
"calle pintor cecilio pla, Region de Murcia, Espana",Calle Pinto,90
"calle manganeso parcela   - p. i. los camachos, Region de Murcia, Espana",Calle Manganeso,90
"calle gil gonzalez, Region de Murcia, Espana",Calle G,90
" pajarita, Region de Murcia, Espana",Ronda de Levante,86
"calle urbanizacion lo santiagoavenida londres, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle com. agata, Region de Murcia, Espana",Calle C,90
"calle aledo, Region de Murcia, Espana",Calle Aledo,90
"calle de la capa, Region de Murcia, Espana",Calle D,90
"calle c.p punta cormoran bloque   portal   piso  nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle cl. lechuza, Region de Murcia, Espana",Calle C,90
"calle c.p. agata, Region de Murcia, Espana",Calle C,90
"calle dos mares norte, Region de Murcia, Espana",Calle D,90
" gongora ribera beach fase i bloque, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle del jilguero, Region de Murcia, Espana",Jilguero,90
"calle cl. san felix, Region de Murcia, Espana",Calle C,90
"calle san pedro el pescador, Region de Murcia, Espana",Calle San Pedro,90
"calle pino nuevo, Region de Murcia, Espana",Calle Pino Nuevo,90
"calle parana, Region de Murcia, Espana",Calle,90
"calle urbanizacion el molino de la puebla. calle los acrobatas, Region de Murcia, Espana",Circunvalacion de Murcia,86
" triton, Region de Murcia, Espana",Ronda de Levante,86
"calle villa miel, Region de Murcia, Espana",Calle Villa,90
"calle camino los romanos, Region de Murcia, Espana",Calle C,90
"calle loma de canteras, Region de Murcia, Espana",Calle Loma,90
"calle infanta cristina, Region de Murcia, Espana",Calle Infanta Cristina,90
"calle moledero, Region de Murcia, Espana",Calle,90
"calle pasajes, Region de Murcia, Espana",Calle,90
"calle molino garre   bajo, Region de Murcia, Espana",Calle Molino,90
"calle carabela, Region de Murcia, Espana",Calle,90
"calle los angeles, Region de Murcia, Espana",Calle Los Angeles,90
"calle santa ana, Region de Murcia, Espana",Calle Santa Ana,90
"calle san martin de porres  a, Region de Murcia, Espana",Calle San Martin de Porres,90
"calle levante, Region de Murcia, Espana",Calle Levante,90
"calle chinchorro nnd  b alto, Region de Murcia, Espana",Calle C,90
" peral, Region de Murcia, Espana",Ronda de Levante,86
"calle villa cynthia, Region de Murcia, Espana",Calle Villa,90
"calle loma alegre - c. p. la loma, Region de Murcia, Espana",Calle Loma,90
"avenida de oscar radiobaliza, Region de Murcia, Espana",Avenida D,90
"calle acrobatas   bajo, Region de Murcia, Espana",Calle A,90
"calle residencial club nautico, Region de Murcia, Espana",Calle Residencia,90
"calle puerto escondido, Region de Murcia, Espana",Calle Puerto,90
" bloque   planta   apart., Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle amilcar barca, Region de Murcia, Espana",Calle A,90
" nicomedes gomez, Region de Murcia, Espana",Circunvalacion de Murcia,86
" guayaquil, Region de Murcia, Espana",Ronda de Levante,86
"avenida sierra de los millares, Region de Murcia, Espana",Avenida Sierra de los Villares,87
" urbanizacion los flamencos, Region de Murcia, Espana",Circunvalacion de Murcia,86
" sierra leona, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida los carros, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle gongora, Region de Murcia, Espana",Calle,90
" urbanizacion vina del mar, Region de Murcia, Espana",Del Mar,90
"calle isla cunillera   portal    ndb mares, Region de Murcia, Espana",Calle Isla,90
" cp punta cormoran bloque, Region de Murcia, Espana",Circunvalacion de Murcia,86
" edf. punta cormoran  portal   bloque   piso  nd puerta, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion club nautica la isleta bloque   escalera   piso  ndizq, Region de Murcia, Espana",Circunvalacion de Murcia,86
" punta cormoran, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion genova  nde, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion los flamencos  -, Region de Murcia, Espana",Circunvalacion de Murcia,86
" marisnesco ii, Region de Murcia, Espana",Circunvalacion de Murcia,86
" c.p.mar azul  -  km, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle torre sur, Region de Murcia, Espana",Calle Torre,90
" dos mares norte bajo k, Region de Murcia, Espana",Circunvalacion de Murcia,86
" edif. playa blanca, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran viaalisios, Region de Murcia, Espana",Gran Via,90
" residencial club nautico izq, Region de Murcia, Espana",Circunvalacion de Murcia,86
" solsona, Region de Murcia, Espana",Ronda de Levante,86
" del abrazo bloque, Region de Murcia, Espana",Circunvalacion de Murcia,86
" carretera mazarron  c, Region de Murcia, Espana",Circunvalacion de Murcia,86
" tintoreto apt   planta   bloque   ribera beach fase, Region de Murcia, Espana",Circunvalacion de Murcia,86
" sierra villares bronchos c nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" ribera beach fase, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via la manga puerto mar  nd, Region de Murcia, Espana",Gran Via,90
" c.p. punta cormoranbloque, Region de Murcia, Espana",Circunvalacion de Murcia,86
" puerto bello ja, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion pedruchillo, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle julieta orbaiceta torre   piso  nd, Region de Murcia, Espana",Calle Juliet,90
"calle alcacil puerta, Region de Murcia, Espana",Calle Alcacil,90
" borinquen  p ed. ponce, Region de Murcia, Espana",Circunvalacion de Murcia,86
" edif. milano  km ndb, Region de Murcia, Espana",Circunvalacion de Murcia,86
" las sirenas   apartamento, Region de Murcia, Espana",Circunvalacion de Murcia,86
" punta cormoran bloque, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion dos mares sur ndd, Region de Murcia, Espana",Circunvalacion de Murcia,86
"avenida gran via de la manga km . urbanizacion el pedruchillo bloque   piso   puerta, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle abrazo   bajo e, Region de Murcia, Espana",Calle A,90
" collado de los jeronimos apartamento  a a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" alcacil, Region de Murcia, Espana",Ronda de Levante,86
" gran via de la mangac.p. dos mares norte, Region de Murcia, Espana",Circunvalacion de Murcia,86
" del mar menor, Region de Murcia, Espana",Del Mar,90
" gran via km porton  urbanizacion esmeralda  ndb, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion puerta del mediterraneo ndebloque, Region de Murcia, Espana",Mediterraneo,90
" gran via de la manga km  c.p. playa blanca, Region de Murcia, Espana",Circunvalacion de Murcia,86
" sirenas  apto, Region de Murcia, Espana",Circunvalacion de Murcia,86
" costamanga  gran via d, Region de Murcia, Espana",Gran Via,90
" vasari albatros  c, Region de Murcia, Espana",Circunvalacion de Murcia,86
" playa blanca, Region de Murcia, Espana",Circunvalacion de Murcia,86
" castillo de mar   fase  torre sur ( ), Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion manga beachapto  bloque, Region de Murcia, Espana",Circunvalacion de Murcia,86
" diosa tanit   planta, Region de Murcia, Espana",Circunvalacion de Murcia,86
" costa azul e, Region de Murcia, Espana",Costa Azul,90
" planza fontanaed. capri ae, Region de Murcia, Espana",Circunvalacion de Murcia,86
" la manga del mar menor  bellavista, Region de Murcia, Espana",Bellavista,90
" magon villa cristal    apartamento, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la manga km.urbanizacion vina del mar fase  c, Region de Murcia, Espana",Vina del Mar,90
" gran via km  urbanizacion sirenas  apto, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion dos mares norte b, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via km  urbanizacion abity beach, Region de Murcia, Espana",Gran Via,90
" mares  mares  c, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran viahawaii  portal  ndb, Region de Murcia, Espana",Gran Via,90
" gran via km  . fase  urbanizacion castillo de mar  portal  a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la manga km.  urbanizacion . punta cormoran, Region de Murcia, Espana",Circunvalacion de Murcia,86
" castillo de mar  ndbfase  -portal, Region de Murcia, Espana",Circunvalacion de Murcia,86
" carmen  a, Region de Murcia, Espana",Ronda de Levante,86
" star alfa apartamento, Region de Murcia, Espana",Circunvalacion de Murcia,86
" timon, Region de Murcia, Espana",Ronda de Levante,86
" dos maresbloque  e, Region de Murcia, Espana",Circunvalacion de Murcia,86
" ribalta portal  b, Region de Murcia, Espana",Circunvalacion de Murcia,86
" puerto mar  nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" casablanca, Region de Murcia, Espana",Circunvalacion de Murcia,86
" isla de aldabra urbanizacion triton  b ndd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion hawaii vi ndb, Region de Murcia, Espana",Circunvalacion de Murcia,86
" playa blanca duplex, Region de Murcia, Espana",Circunvalacion de Murcia,86
" las palmerasfase  c, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle rio darro  mar azul  c, Region de Murcia, Espana",Calle Rio,90
" gran via de la manga km. urbanizacion esmeralda  d, Region de Murcia, Espana",Circunvalacion de Murcia,86
" magon, Region de Murcia, Espana",Ronda de Levante,86
" gran via de la manga km. urbanizacion las brisas  c, Region de Murcia, Espana",Las Brisas,90
" sierra de los villares, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion hawaii  porteria  nda, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion costa azul  ndl, Region de Murcia, Espana",Costa Azul,90
" ribera beach  nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" c.p. puerto bello jb, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la manga km  urbanizacion bahia playa  c, Region de Murcia, Espana",Circunvalacion de Murcia,86
" dos mares norte f, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion neptuno ndizq, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion punta cormoranportal, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la manga puerto escondido bajo, Region de Murcia, Espana",Circunvalacion de Murcia,86
" comunidad esmeralda  -gran via km  - . a, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la manga bellavista    torretorre  e, Region de Murcia, Espana",Bellavista,90
" gran via de la manga km  urbanizacion mares  d, Region de Murcia, Espana",Circunvalacion de Murcia,86
" los carmenes   c ndc, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la manga km.  . urbanizacion castillo de mar   fase  b, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle balandro, Region de Murcia, Espana",Calle B,90
" super aticos playapuerta  ndderecha, Region de Murcia, Espana",Circunvalacion de Murcia,86
" playa hondaed julieta   (encima del upper) ndd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" veneziola golf  ndd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion borinquen  aed torre luquillo, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion esmeralda  nda, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle gongora ribera beach, Region de Murcia, Espana",Calle Gongora,90
"calle magon, Region de Murcia, Espana",Calle,90
" gran via de la mangalas brisas  a a, Region de Murcia, Espana",Gran Via,90
" urbanizacion hawaii  portal  ndb, Region de Murcia, Espana",Circunvalacion de Murcia,86
" helena, Region de Murcia, Espana",Ronda de Levante,86
"calle orozcoribera beach  atico, Region de Murcia, Espana",Calle Oro,90
"calle trainera, Region de Murcia, Espana",Calle,90
" canales de veneciola, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle julieta orbaiceta, Region de Murcia, Espana",Calle Juliet,90
" rio manzanaresurbanizacion costa calida, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion torremares a c, Region de Murcia, Espana",Circunvalacion de Murcia,86
" hawaii  hawai, Region de Murcia, Espana",Circunvalacion de Murcia,86
" himilce, Region de Murcia, Espana",Ronda de Levante,86
" urbanizacion punta cormoran, Region de Murcia, Espana",Circunvalacion de Murcia,86
" pintor pablo uranga, Region de Murcia, Espana",Circunvalacion de Murcia,86
" sol y mar  ndizq, Region de Murcia, Espana",Circunvalacion de Murcia,86
" hawaii, Region de Murcia, Espana",Ronda de Levante,86
" edf. torremares, Region de Murcia, Espana",Circunvalacion de Murcia,86
" acapulco b, Region de Murcia, Espana",Circunvalacion de Murcia,86
" residencial edenportal  ndc, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle las antillas  urbanizacion las antillas nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" eficio la almadraba  nd, Region de Murcia, Espana",Circunvalacion de Murcia,86
" dios baal, Region de Murcia, Espana",Ronda de Levante,86
" edificio napoles ndb, Region de Murcia, Espana",Napoles,90
" urbanizacion manga beach  d, Region de Murcia, Espana",Circunvalacion de Murcia,86
" veneziola golf d, Region de Murcia, Espana",Circunvalacion de Murcia,86
" isla de lesbos, Region de Murcia, Espana",Circunvalacion de Murcia,86
" gran via de la manga km.   - urbanizacion punta cormoran, Region de Murcia, Espana",Circunvalacion de Murcia,86
" hawai  ndbportal, Region de Murcia, Espana",Circunvalacion de Murcia,86
" venecia azul  ndd, Region de Murcia, Espana",Venecia,90
" copacabanatorre f ndizq, Region de Murcia, Espana",Circunvalacion de Murcia,86
" las palmeras, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion superaticos playa h, Region de Murcia, Espana",Circunvalacion de Murcia,86
" dos mares sur bajob, Region de Murcia, Espana",Circunvalacion de Murcia,86
" mangazul ndi, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion las palmeras nda, Region de Murcia, Espana",Circunvalacion de Murcia,86
" sant yago nilod, Region de Murcia, Espana",Circunvalacion de Murcia,86
"calle isla de tabarca residencial el divino, Region de Murcia, Espana",Calle Isla de Tabarca,90
" julieta orbaiceta, Region de Murcia, Espana",Circunvalacion de Murcia,86
" esmeralda ii esc   nda, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion costa manga   puerta, Region de Murcia, Espana",Circunvalacion de Murcia,86
" ed calnegreapto  plaza bohemia, Region de Murcia, Espana",Plaza Bohemia,90
" urbanizacion torremares, Region de Murcia, Espana",Circunvalacion de Murcia,86
" urbanizacion pedruchillo edif.  -esc, Region de Murcia, Espana",Circunvalacion de Murcia,86
" club nautico la isleta bloq-, Region de Murcia, Espana",Circunvalacion de Murcia,86
" hawaii iv, Region de Murcia, Espana",Ronda de Levante,86
" hawaii v, Region de Murcia, Espana",Ronda de Levante,86
" castillo del mar ii, Region de Murcia, Espana",Del Mar,90
" edif costa azul, Region de Murcia, Espana",Costa Azul,90
" comunidad puerta del mediterraneo, Region de Murcia, Espana",Mediterraneo,90
" isla cunillera, Region de Murcia, Espana",Circunvalacion de Murcia,86
