Unnamed: 0,type_of_street,addresses,neighborhood,province,street_number,floor,street_name,floor_number,street_name2,prov,full,FORMATED_ADDRESS,TYPE_STREET,STREET_NAME,STREET_NUMBER,LOCALITY,PROVINCE,REGION,COUNTRY,POSTAL_CODE,NEIGHBOURHOOD,LAT,LONG,OBSERVATIONS
84,calle,la maza 8,la aparecida,murcia,8,,la maza,,la maza,Region de Murcia,"calle la maza, 8, Region de Murcia, España","Calle la Maza, 8, La Aparecida, Región de Murcia, España",Calle,la Maza,8,La Aparecida,Murcia,Región de Murcia,Spain,30395,,37.6695392,-0.9561809,
85,,"urbanizacion julieta orbaicetaverdemar  3 ,  29 , c,  529 c 5",playa honda,murcia,3,", 29 , c,  529 c 5",urbanizacion julieta orbaicetaverdemar,,urbanizacion julieta orbaicetaverdemar,Region de Murcia," urbanizacion julieta orbaicetaverdemar, 3, Region de Murcia, España",,,,,,,,,,,,,", 29 , c,  529 c 5"
86,calle,olimpo 143,los narejos,murcia,143,,olimpo,,olimpo,Region de Murcia,"calle olimpo, 143, Region de Murcia, España","Calle Olimpo, 143, Los Alcázares, Región de Murcia, España",Calle,Olimpo,143,Los Alcázares,Murcia,Región de Murcia,Spain,30710,,37.7607169,-0.8382965,
87,avenida,"ribaltamar menor, s/n",mar de cristal,murcia,,,ribaltamar menor,,ribaltamar menor,Region de Murcia,"avenida ribaltamar menor, , Region de Murcia, España","Calle Ribalta, Cartagena, Spain",Calle,Ribalta,,Mar de Cristal,Murcia,Región de Murcia,Spain,30384,,37.6394283,-0.7600133,
88,calle,camino romano 41,la puebla,murcia,41,,camino romano,,camino romano,Region de Murcia,"calle camino romano, 41, Region de Murcia, España","Calle Camino Romano, 41, La Puebla, Región de Murcia, España",,Camino a los Romanos,41,La Puebla,Murcia,Región de Murcia,Spain,30395,,37.7202893,-0.9208822999999999,
89,calle,marques de rozalejo 4 b,los narejos,murcia,4,b,marques de rozalejo   b,,marques de rozalejo,Region de Murcia,"calle marques de rozalejo, 4, Region de Murcia, España","Calle Marqués de Rozalejo, 4, Los Alcázares, Región de Murcia, España",Calle,Marqués de Rozalejo,4,Los Alcázares,Murcia,Región de Murcia,Spain,30710,,37.759378,-0.8391851,b
90,calle,athenea  60,los narejos,murcia,60,,athenea,,athenea,Region de Murcia,"calle athenea, 60, Region de Murcia, España","Calle Athenea, 60, Los Alcázares, Región de Murcia, España",Calle,Athenea,60,Los Alcázares,Murcia,Región de Murcia,Spain,30710,,37.762925,-0.8388043,
91,calle,"rio muni,  09  bajo",barriada cuatro santos,murcia,9,bajo,rio muni,,rio muni,Region de Murcia,"calle rio muni, 9, Region de Murcia, España","Calle Río Muni, 9, Cartagena, Región de Murcia, España",Calle,Río Muni,9,Cartagena,Murcia,Región de Murcia,Spain,30300,,37.62336579999999,-0.9958405,bajo
92,calle,"badajoz,  19  bajo 19 bajo",barriada cuatro santos,murcia,19,bajo 19 bajo,badajoz,,badajoz,Region de Murcia,"calle badajoz, 19, Region de Murcia, España","Calle Badajoz, 19, Cartagena, Región de Murcia, España",Calle,Badajoz,19,Cartagena,Murcia,Región de Murcia,Spain,30300,,37.621674,-0.9938914999999999,bajo 19 bajo
93,,casercaserio los nietos de miranda 12,miranda,murcia,12,,casercaserio los nietos de miranda,,casercaserio los nietos de miranda,Region de Murcia," casercaserio los nietos de miranda, 12, Region de Murcia, España","Los Nietos de Miranda, Cartagena, Región de Murcia, España",,Los Nietos de Miranda,12,,Murcia,Región de Murcia,Spain,30319,,37.6778748,-1.0286521,
94,,cercedilla nnd 7  bajo 7 bajo,pozo dulce,murcia,7,bajo 7 bajo,cercedilla nnd    bajo   bajo,,cercedilla,Region de Murcia," cercedilla, 7, Region de Murcia, España","A-7, Lorca, Región de Murcia, Spain",,Autovía del Mediterráneo,7,Lorca,Murcia,Región de Murcia,Spain,,,37.6760444,-1.7076081,bajo 7 bajo
95,calle,relampago 13 bajo,los camachos,murcia,13,bajo,relampago   bajo,,relampago,Region de Murcia,"calle relampago, 13, Region de Murcia, España","Calle Relámpago, 13, Cartagena, Región de Murcia, España",Calle,Relámpago,13,Cartagena,Murcia,Región de Murcia,Spain,30369,,37.6460522,-0.9191384,bajo
96,calle,"nuestra senora de la cerra,  22",vista alegre,murcia,22,,nuestra senora de la cerra,,nuestra senora de la cerra,Region de Murcia,"calle nuestra senora de la cerra, 22, Region de Murcia, España",,,,,,,,,,,,,
97,,plaza del centenario n 44,pozo estrecho,murcia,44,,plaza del centenario n,,plaza del centenario n,Region de Murcia," plaza del centenario n, 44, Region de Murcia, España","Plaza del Centenario, n 44, Pozo Estrecho, Región de Murcia, España",,Plaza del Centenario,44,Pozo Estrecho,Murcia,Región de Murcia,Spain,30594,,37.7114092,-0.997162,
98,avenida,penelope 978,los alcazares,murcia,978,,penelope,,penelope,Region de Murcia,"avenida penelope, 978, Region de Murcia, España","Calle Penélope, 978, Los Alcázares, Región de Murcia, España",Calle,Penélope,978,Los Alcázares,Murcia,Región de Murcia,Spain,30710,,37.7653417,-0.8433069999999999,
99,calle,helena  200,los alcazares,murcia,200,,helena,,helena,Region de Murcia,"calle helena, 200, Region de Murcia, España","Calle Helena, 200, Los Alcázares, Región de Murcia, España",Calle,Helena,200,Los Alcázares,Murcia,Región de Murcia,Spain,30710,,37.7626635,-0.8390926,
100,calle,sols/n,la palma,murcia,,,sols/n,,sols/n,Region de Murcia,"calle sols/n, , Region de Murcia, España","Calle Sol & Calle España, Las Torres de Cotillas, Región de Murcia, Spain",Calle,España,,Las Torres de Cotillas,Murcia,Región de Murcia,Spain,30565,,38.0329406,-1.2433314,
101,calle,"albatros  2 borromini,  36",mar de cristal,murcia,2,"borromini, 36",albatros    borromini,,albatros   borromini,Region de Murcia,"calle albatros   borromini, 2, Region de Murcia, España","Calle Albatros, Murcia, Región de Murcia, España",Calle,Albatros,2,,Murcia,Región de Murcia,Spain,30110,,38.0301825,-1.1372873,"borromini, 36"
102,calle,aguila  35,pozo estrecho,murcia,35,,aguila,,aguila,Region de Murcia,"calle aguila, 35, Region de Murcia, España","Calle Águila, 35, Pozo Estrecho, Región de Murcia, España",Calle,Águila,35,Pozo Estrecho,Murcia,Región de Murcia,Spain,30594,,37.7069025,-0.9895545,
103,calle,tucan  2,pozo estrecho,murcia,2,,tucan,,tucan,Region de Murcia,"calle tucan, 2, Region de Murcia, España","Calle Tucán, 2, Puerto de Mazarrón, Región de Murcia, España",Calle,Tucán,2,Puerto de Mazarrón,Murcia,Región de Murcia,Spain,30868,,37.5682846,-1.2666171,
104,calle,dos de mayo 10 bajo,la palma,murcia,10,bajo,dos de mayo   bajo,,dos de mayo,Region de Murcia,"calle dos de mayo, 10, Region de Murcia, España","Calle Dos de Mayo, 10, Caravaca de la Cruz, Región de Murcia, España",Calle,Dos de Mayo,10,Caravaca de la Cruz,Murcia,Región de Murcia,Spain,30400,,38.1025698,-1.863751,bajo
105,calle,sierra leona 3,el albujon,murcia,3,,sierra leona,,sierra leona,Region de Murcia,"calle sierra leona, 3, Region de Murcia, España","Calle Sierra Leona, 3, El Albujón, Región de Murcia, España",Calle,Sierra Leona,3,El Albujón,Murcia,Región de Murcia,Spain,30330,,37.7176554,-1.0436667,
106,calle,"san pedro,  05  bajo",san anton,murcia,5,bajo,san pedro,,san pedro,Region de Murcia,"calle san pedro, 5, Region de Murcia, España","Calle San Pedro, 5, Llano de Brujas, Región de Murcia, España",Calle,San Pedro,5,Llano de Brujas,Murcia,Región de Murcia,Spain,30161,,38.00671000000001,-1.0737027,bajo
107,calle,san pedro pescador 7,vista alegre,murcia,7,,san pedro pescador,,san pedro pescador,Region de Murcia,"calle san pedro pescador, 7, Region de Murcia, España","Calle San Pedro Pescador, 7, Cartagena, Región de Murcia, España",Calle,San Pedro Pescador,7,Cartagena,Murcia,Región de Murcia,Spain,30399,,37.6068062,-0.9421982000000001,
108,,apartamentoen el patio andaluzclub aldeas de taray 3782 nd,la manga del mar menor,murcia,37,nd,apartamentoen el patio andaluzclub aldeas de taray   nd,3782 nd,apartamentoen el patio andaluzclub aldeas de taray,Region de Murcia," apartamentoen el patio andaluzclub aldeas de taray, 37, Region de Murcia, España","Aldeas de Taray, Gran Vía de la Manga, La Manga, Región de Murcia, España",,Gran Vía de la Manga,km. 17,San Javier,Murcia,Región de Murcia,Spain,30380,Aldeas de Taray,37.7721493,-0.7457155,37 nd
109,calle,colirojo 12,pozo estrecho,murcia,12,,colirojo,,colirojo,Region de Murcia,"calle colirojo, 12, Region de Murcia, España","Calle Colirrojo, 12, Pozo Estrecho, Región de Murcia, España",Calle,Colirrojo,12,Pozo Estrecho,Murcia,Región de Murcia,Spain,30594,,37.7104389,-0.9888449,
110,calle,mayor  11,el gimenado,murcia,11,,mayor,,mayor,Region de Murcia,"calle mayor, 11, Region de Murcia, España","Calle Mayor, 11, Alcantarilla, Región de Murcia, España",Calle,Mayor,11,Alcantarilla,Murcia,Región de Murcia,Spain,30820,,37.9728438,-1.2084687,
111,calle,zeus  729,los alcazares,murcia,729,,zeus,,zeus,Region de Murcia,"calle zeus, 729, Region de Murcia, España","Calle Zeus, 729, Los Alcázares, Región de Murcia, España",Calle,Zeus,729,Los Alcázares,Murcia,Región de Murcia,Spain,30710,,37.7637773,-0.8400601,
112,,plaza puerto principe 5,los carrascos,murcia,5,,plaza puerto principe,,plaza puerto principe,Region de Murcia," plaza puerto principe, 5, Region de Murcia, España","Plaza Puerto Príncipe, 5, Cartagena, Región de Murcia, España",,Plaza Puerto Príncipe,5,Cartagena,Murcia,Región de Murcia,Spain,30393,,37.6282249,-1.0446642,
113,calle,garcia gongora  3,la palma,murcia,3,,garcia gongora,,garcia gongora,Region de Murcia,"calle garcia gongora, 3, Region de Murcia, España","Calle Simón García, Murcia, Spain",Calle,Simón García,3,Murcia,Murcia,Región de Murcia,Spain,30003,,37.9841887,-1.1249906,
114,calle,salerillo  51 nd derecha,estrecho de san gines,murcia,51,nd derecha,salerillo    nd derecha,51 nd,salerillo,Region de Murcia,"calle salerillo, 51, Region de Murcia, España","Calle Salerillo, 51, Estrecho de San Gines, Región de Murcia, España",Calle,Salerillo,51,Estrecho de San Gines,Murcia,Región de Murcia,Spain,30381,,37.6283739,-0.8317276,nd derecha
115,calle,azor 6,pozo estrecho,murcia,6,,azor,,azor,Region de Murcia,"calle azor, 6, Region de Murcia, España","Calle Azor, 6, San Javier, Región de Murcia, España",Calle,Azor,6,San Javier,Murcia,Región de Murcia,Spain,30730,,37.8125856,-0.8252590999999999,
116,calle,"perigallo,  78",gea y truyols,murcia,78,,perigallo,,perigallo,Region de Murcia,"calle perigallo, 78, Region de Murcia, España","Calle Perigallo, 78, Murcia, Región de Murcia, España",Calle,Perigallo,78,Murcia,Murcia,Región de Murcia,Spain,30590,,37.8648064,-1.0103356,
117,calle,reyes 24,la aparecida,murcia,24,,reyes,,reyes,Region de Murcia,"calle reyes, 24, Region de Murcia, España","Calle los Reyes, 24, La Aparecida, Región de Murcia, España",Calle,los Reyes,24,La Aparecida,Murcia,Región de Murcia,Spain,30395,,37.6677874,-0.9564024,
118,calle,"fernando de magallanes,  34",pozo estrecho,murcia,34,,fernando de magallanes,,fernando de magallanes,Region de Murcia,"calle fernando de magallanes, 34, Region de Murcia, España","Calle Fernando de Magallanes, 34, Pozo Estrecho, Región de Murcia, España",Calle,Fernando de Magallanes,34,Pozo Estrecho,Murcia,Región de Murcia,Spain,30594,,37.71255,-0.9919800000000001,
119,calle,ignacio gongora 1,el beal,murcia,1,,ignacio gongora,,ignacio gongora,Region de Murcia,"calle ignacio gongora, 1, Region de Murcia, España","Calle Ignacio Góngora, 1, Beal, Región de Murcia, España",Calle,Ignacio Góngora,1,Beal,Murcia,Región de Murcia,Spain,30382,,37.6345705,-0.8409095999999999,
120,calle,santa florentina 8,la palma,murcia,8,,santa florentina,,santa florentina,Region de Murcia,"calle santa florentina, 8, Region de Murcia, España","Calle Santa Florentina, 8, Cartagena, Región de Murcia, España",Calle,Santa Florentina,8,Cartagena,Murcia,Región de Murcia,Spain,30201,,37.6035098,-0.9876305,
121,,los camachoscalle nieve  3,roche,murcia,3,,los camachoscalle nieve,,los camachoscalle nieve,Region de Murcia," los camachoscalle nieve, 3, Region de Murcia, España","Calle Nieve, 3, Los Camachos, Región de Murcia, España",Calle,Nieve,3,Cartagena,Murcia,Región de Murcia,Spain,30369,,37.644299,-0.9196150000000001,
122,calle,san jose 19,el beal,murcia,19,,san jose,,san jose,Region de Murcia,"calle san jose, 19, Region de Murcia, España","Calle San José, 19, Murcia, Región de Murcia, España",Calle,San José Obrero,19,Murcia,Murcia,Región de Murcia,Spain,30006,,37.9919903,-1.1055009,
123,calle,local comercial hacienda dos marebajo,la manga del mar menor,murcia,,,local comercial hacienda dos marebajo,,local comercial hacienda dos marebajo,Region de Murcia,"calle local comercial hacienda dos marebajo, , Region de Murcia, España",,,,,,,,,,,,,
124,calle,ed.catamarangran viasur 7 ndn,la manga del mar menor,murcia,7,ndn,ed.catamarangran viasur   ndn,7 nd,ed.catamarangran viasur,Region de Murcia,"calle ed.catamarangran viasur, 7, Region de Murcia, España",,,,,,,,,,,,,ndn
125,avenida,san jeronimo 44,pozo estrecho,murcia,44,,san jeronimo,,san jeronimo,Region de Murcia,"avenida san jeronimo, 44, Region de Murcia, España","Avenida San Jerónimo, 44, Pozo Estrecho, Región de Murcia, España",Avenida,San Jerónimo,44,Pozo Estrecho,Murcia,Región de Murcia,Spain,30594,,37.7076297,-0.9917887999999999,
126,calle,belalcazar 5,canteras (canteras),murcia,5,,belalcazar,,belalcazar,Region de Murcia,"calle belalcazar, 5, Region de Murcia, España","Calle Belalcázar, 5, Canteras, Región de Murcia, España",Calle,Belalcázar,5,Canteras,Murcia,Región de Murcia,Spain,30394,,37.6128095,-1.0466624,
127,calle,antonio serrano 85,la palma,murcia,85,,antonio serrano,,antonio serrano,Region de Murcia,"calle antonio serrano, 85, Region de Murcia, España","Calle Antonio Serrano, 85, La Palma, Región de Murcia, España",Calle,Antonio Serrano,85,La Palma,Murcia,Región de Murcia,Spain,30593,,37.6889515,-0.9572854,
128,avenida,dos maresgran via del nordeste-- plaza bohemiaapto e 1,la manga del mar menor,murcia,1,,dos maresgran via del nordeste-- plaza bohemiaapto e,,dos maresgran via del nordeste-- plaza bohemiaapto e,Region de Murcia,"avenida dos maresgran via del nordeste-- plaza bohemiaapto e, 1, Region de Murcia, España","Calle Gran Vía del Nordeste, Cartagena, Spain",Calle,Gran Vía del Nordeste,1,La Manga,Murcia,Región de Murcia,Spain,30380,,37.6619763,-0.7229805,
129,avenida,via m- 5,la manga del mar menor,murcia,5,,via m-,,via m-,Region de Murcia,"avenida via m-, 5, Region de Murcia, España","Camino de la Via, 5, Lorca, Región de Murcia, España",,Camino de la Via,5,Lorca,Murcia,Región de Murcia,Spain,30816,,37.6949932,-1.623579,
130,calle,"ceeicberlin, pol. ind. cabezo beaza 3 f",cartagena,murcia,3,f,ceeicberlin,,ceeicberlin,Region de Murcia,"calle ceeicberlin, 3, Region de Murcia, España","Calle Region de Murcia, 3, Jaén, España",Calle,Region de Murcia,3,Jaén,Jaén,Andalucía,Spain,23008,,37.7810128,-3.7923253,f
131,avenida,"t, parcela  35 gran via de la manga km.  7",la manga del mar menor,murcia,35,gran via de la manga km.  7,t,,t,Region de Murcia,"avenida t, 35, Region de Murcia, España","Calle T, 35, Mazarrón, Región de Murcia, España",Calle,T,35,Mazarrón,Murcia,Región de Murcia,Spain,30868,,37.5798572,-1.2422093,gran via de la manga km.  7
132,,"urbanizacion torre surcastillo de mar  1 ,  3 Âª fase 3 b",la manga del mar menor,murcia,1,", 3 Âª fase 3 b",urbanizacion torre surcastillo de mar,,urbanizacion torre surcastillo de mar,Region de Murcia," urbanizacion torre surcastillo de mar, 1, Region de Murcia, España","D-1, Totana, Región de Murcia, España",,D-1,1,,Murcia,Región de Murcia,Spain,,,37.6996288,-1.507608,", 3 Âª fase 3 b"
133,avenida,de taray club apartamento  65 gran via de la manga 65,la manga del mar menor,murcia,65,gran via de la manga 65,de taray club apartamento    gran via de la manga,,de taray club apartamento,Region de Murcia,"avenida de taray club apartamento, 65, Region de Murcia, España","Aldeas D´Taray, Spain",,,65,,Murcia,Region of Murcia,Spain,,Aldeas D´Taray,37.7722981,-0.7449783,65 gran via de la manga 65
134,,urbanizacion apt. bajo fneptuno,la manga del mar menor,murcia,,,urbanizacion apt. bajo fneptuno,,urbanizacion apt. bajo fneptuno,Region de Murcia," urbanizacion apt. bajo fneptuno, , Region de Murcia, España",,,,,,,,,,,,,
135,calle,"bono,  11  bajo",san anton,murcia,11,bajo,bono,,bono,Region de Murcia,"calle bono, 11, Region de Murcia, España","Calle Region de Murcia, 11, Jaén, España",Calle,Region de Murcia,11,Jaén,Jaén,Andalucía,Spain,23008,,37.7819449,-3.7917236,bajo
136,,aldeas de taray club  250,cartagena,murcia,250,,aldeas de taray club,,aldeas de taray club,Region de Murcia," aldeas de taray club, 250, Region de Murcia, España","Urb. Aldeas de Taray Club, 250, San Javier, Región de Murcia, España",,,250,,Murcia,Region of Murcia,Spain,,Urb. Aldeas de Taray Club,37.7722981,-0.7449783,250 
137,,urbanizacion km  4 manga azul 56 ndizq,la manga del mar menor,murcia,4,manga azul 56 ndizq,urbanizacion km    manga azul   ndizq,56 nd,urbanizacion km,Region de Murcia," urbanizacion km, 4, Region de Murcia, España","Calle Region de Murcia, 4, Jaén, España",Calle,Region de Murcia,4,Jaén,Jaén,Andalucía,Spain,23008,,37.78083,-3.791869999999999,manga azul 56 ndizq
138,calle,calasparra 6,canteras,murcia,6,,calasparra,,calasparra,Region de Murcia,"calle calasparra, 6, Region de Murcia, España","Calle Calasparra, 6, Bullas, Región de Murcia, España",Calle,Calasparra,6,Bullas,Murcia,Región de Murcia,Spain,30180,,38.04077729999999,-1.6724206,
139,calle,alcantara 1,canteras,murcia,1,,alcantara,,alcantara,Region de Murcia,"calle alcantara, 1, Region de Murcia, España","Calle Alcántara, 1, San Javier, Región de Murcia, España",Calle,Alcántara,1,San Javier,Murcia,Región de Murcia,Spain,30730,,37.8051146,-0.8324324,
140,calle,vicente medina 26,barriada santiago,murcia,26,,vicente medina,,vicente medina,Region de Murcia,"calle vicente medina, 26, Region de Murcia, España","Calle Vicente Medina, 26, Cartagena, Región de Murcia, España",Calle,Vicente Medina,26,Cartagena,Murcia,Región de Murcia,Spain,30319,,37.6761712,-1.0223595,
141,calle,en ugrperigallo 30,la tercia,murcia,30,,en ugrperigallo,,en ugrperigallo,Region de Murcia,"calle en ugrperigallo, 30, Region de Murcia, España","Calle, 30, Calar de la Santa, Región de Murcia, España",,,30,Calar de la Santa,Murcia,Región de Murcia,Spain,30441,,38.1795417,-2.1717352,
